deployment_code,T1,T2,S1,S2,remove,Sremove,comment
ct98-46-13,0,0,-0.03,0.5,0,0,
ct98-47-13,0,0,0,0.06,0,0,
ct98-48-13,0,0,0.05,0.02,0,0,
ct98-49-13,0,0,-0.05,0.05,0,0,
ct98-50-13,0,0,0.02,0.02,0,0,
ct99-LB037-13,0,0,0,0.01,0,0,
ct99-OO052-13,0,0,0,0.1,0,0,
ct99-YY189-13,0,0,0,0.12,0,0,
eb03-058-15,0,0,0,0,0,0,
eb03-059-15,0,0,0,0,0,0,
eb03-060-15,0,0,0,0,0,0,
eb03-061-15,0,0,0,0,0,0,
eb04-001-16,0,0,0,0,0,0,
eb04-002-16,0,0,0,0,0,0,
eb04-005-16,0,0,0,0,0,0,
eb04-006-16,0,0,0,0,0,0,
eb04-009-16,0,0,0,0,0,0,
eb04-017-16,0,0,0,0,0,0,
eb04-019-16,0,0,0,0,0,0,
eb04-020-16,0,0,0,0,0,0,
eb04-021-16,0,0,0,0,0,0,
eb04-028-16,0,0,0,0,0,0,
eb04-031-16,0,0,0,0,0,0,
eb04-032-16,0,0,0,0,0,0,
eb04-056-15,0,0,0,0,0,0,
eb04-323-16,0,0,0,0,0,0,
eb04-325-16,0,0,0,0,0,0,
eb04-335-16,0,0,0,0,0,0,
eb04-340-16,0,0,0,0,0,0,
eb04-342-16,0,0,0,0,0,0,
eb04-343-16,0,0,0,0,0,0,
eb04-345-16,0,0,0,0,0,0,
eb04-347-16,0,0,0,0,0,0,
eb04-349-16,0,0,0,0,0,0,
eb04-351-16,0,0,0,0,0,0,
eb04-355-16,0,0,0,0,0,0,
eb04-606-17,0,0,0,0,0,0,
eb04-607-17,0,0,0,0,0,0,
eb04-608-17,0,0,0,0,0,0,
eb04-610-17,0,0,0,0,0,0,
eb04-612-17,0,0,0,0,0,0,
eb04-890-18,0,0,0,0,0,0,
ft01-Fluoro1-07,0,0,0,0,1,0,
ft01-Fluoro2-07,0,-0.03,0.05,0.1,0,0,
ft02-A-09,0,0,0,0,0,0,
ft02-C-09,0,0.02,0.05,0.05,0,0,
ft02-E-09,0,0,0,0,0,0,
ft02-F-09,0,0,0,0.1,0,0,
ft02-G-09,0,0,0,0.07,0,0,
ft02-H-09,0,0,-0.15,0.01,0,0,
ft02-I-09,0,0,0,0,1,0,
ft02-J-09,0,0,0,0.1,0,0,
ft03-Cy1-09,0,0,0,-0.02,0,0,
ft03-Cy11038-09,0,0,-0.02,-0.02,0,0,
ft03-Cy2-09,0,0,0.04,0.06,0,0,
ft03-Cy3-09,0,0,0.03,-0.04,0,0,
ft03-Cy4-09,0,0,-0.1,0.05,0,0,
ft03-Cy5-09,0,0,0.028,0.03,0,0,
ft04-Cy07-10,0,0,0.05,-0.02,0,0,
ft04-Cy08-10,0,0,0,0,1,0,
ft04-Cy09-10,0,0,0.03,0.12,0,0,
ft04-Cy10-10,0,0,0.03,0.05,0,0,
ft04-Cy11-10,0,0,0,-0.05,0,0,
ft05-F34Gina-10,0,0,0,0,0,0,
ft05-F40Fifi-10,0,0.2,0,0,0,0,
ft05-F43Sarah-10,0,0,0,0,0,0,
ft05-F52Bridgette-10,0,0,0,0,0,0,
ft05-M34Bob-10,0,0,0,0,0,0,
ft05-M36Herman-10,0,-0.2,0,0,0,0,
ft05-M52Molly-10,0,0,0,0,0,0,
ft05-M60Sophie-10,0,0,0,0,0,0,
ft05-M62SimonPierre-10,0,0,0,0,0,0,
ft06-Cy12-10,0,0,-0.13,0,0,0,
ft06-Cy14-10,0,0,-0.052,0.02,0,0,
ft06-Cy16-10,0,0,-0.071,0,0,0,
ft06-Cy17-10,0,0,-0.12,-0.15,0,0,
ft06-Cy18-10,0,0,0.043,0.02,0,0,
ft06-Cy19-10,0,0,-0.02,0.03,0,0,
ft06-Cy20-10,0,0,0,-0.07,0,0,
ft06-Mm13-10,0,0,0,0,0,0,
ft06-Ox01-10,0,0,0.03,0.04,0,0,
ft07-Cy21-11,0,0,-0.07,0.05,0,0,
ft07-Cy22-11,0,0,-0.05,0.02,0,0,
ft07-Cy23-11,0,0,0,0,1,0,
ft07-Cy24-11,0,0,0.048,0.06,0,0,
ft07-Cy25-11,0,0,0.05,0.02,0,0,
ft07-Cy26-11,0,0,-0.02,0.1,0,0,
ft07-Cy27-11,0,0,0.03,0.02,0,0,
ft07-Cy28-11,0,0,0.04,0.1,0,0,
ft07-Cy29-11,0,0,0.042,0,0,0,
ft07-Cy30-11,0,0,0,0,1,0,
ft08-F61Mari-11,0,0,0,0,0,0,
ft08-F66Lilly-11,0,0,0,0,0,0,
ft08-F72Jill-11,0,0,0,0,0,0,
ft08-F73Delilah-11,0,0,0,0,0,0,
ft08-F76Lucy-11,0,0,0,0,0,0,
ft08-F99Zilla-11,0,0,0,0,0,0,
ft08-M100Samson-11,0,0,0,0,0,0,
ft08-M55Bobben-11,0,0,0,0,0,0,
ft08-M57Jack-11,0,0,0,0,0,0,
ft08-M81Brutus-11,0,0,0,0,0,0,
ft08-M90Zues-11,0,0,0,0,0,0,
ft09-048-11,0,0,0,0.2,0,1,
ft10-Cy20-11,0,0,0.1,-0.2,0,0,
ft10-Cy31-11,0,0,0.15,0,0,0,
ft10-Cy33-11,0,0,0.021,0.01,0,0,
ft10-Cy34-11,0,0,0,0.02,0,0,
ft10-Cy35-11,0,0,-0.002,0,0,0,
ft10-Ox02-11,0,0,-0.0018,0,0,0,
ft10-Ox03-11,0,0,-0.064,0,0,0,
ft10-Ox04-11,0,0,-0.072,-0.1,0,0,
ft10-Ox05-11,0,0,0.03,-0.1,0,0,
ft11-Cy07b-12,0,0,0.05,-0.01,0,0,
ft11-Cy26b-12,0,0,0.02,0.02,0,0,
ft11-Cy28b-12,0,0,0,0,1,0,
ft11-Cy30b-12,0,0,0,0,1,0,
ft12-Cy35-12,0,0,0.01,0.04,0,0,
ft12-F1-12,0,0,0,-0.1,0,0,
ft12-F2-12,0,0,-0.05,-0.05,0,0,
ft12-F3-12,0,0,0,0,0,1,
ft12-F4-12,0,0,-0.05,-0.04,0,0,
ft12-Ox03-12,0,0,0,-0.1,0,0,
ft12-Ox04-12,0,0,0,0,0,0,
ft13-073_3-13,0,0,0,0,0,0,
ft13-615-12,0,0,0,0,0,0,
ft13-616-12,0,0,0,0,1,0,
ft13-616_recov-12,0,0,0,0,0,0,
ft13-618-12,0,0,0,0,0,0,
ft13-627-12,0,0,0,0,0,0,
ft13-628-12,0,0,0,0,1,0,
ft13-628_recov-12,0,0,0,0,0,0,
ft13-633-12,0,0,0,0,1,0,
ft13-633_recov-12,0,0,0,0,0,0,
ft14-C1-13,0,0,0,0,0,0,
ft14-F4-13,0,0,0,0,0,0,
ft15-F1-13,0,0,0,0,0,1,
ft15-F2-13,0,0,0,0,0,1,
ft17-F03-14,0,0,0,0,0,1,
ft17-F04-14,0,0,0,0,0,1,
ft17-F05-14,0,0,0,0,0,1,
ft17-F06-14,0,0,0,0,0,1,
ft17-F07-14,0,0,0,0,0,1,
ft17-F08-14,0,0,0,0,0,1,
ft17-F09-14,0,0,0,0,0,1,
ft17-F10-14,0,0,0,0,0,1,
ft17-F11-14,0,0,0,0,0,1,
ft17-F12-14,0,0,0,0,0,1,
ft17-F13-14,0,0,0,0,0,1,
ft17-F14-14,0,0,0,0,0,1,
ft17-F15-14,0,0,0,0,0,1,
ft17-F16-14,0,0,0,0,0,1,
ft17-F17-14,0,0,0,0,0,1,
ft17-F18-14,0,0,0,0,0,1,
ft17-F19-14,0,0,0,0,0,1,
ft17-F20-14,0,0,0,0,0,1,
ft17-F21-14,0,0,0,0,0,1,
ft17-F22-14,0,0,0,0,0,1,
ft18-13f-13,0,0,0,0,0,0,
ft18-C2-13,0,0,0,0.1,0,0,
ft18-C2R-13,0,0,0,0,0,0,
ft18-F1-12,0,0,0,0,0,0,
ft18-F2-12,0,0,0,-0.1,0,1,
ft18-F4-12,0,0,0,-0.06,0,1,
ft19-221-14,0,0,0,0,0,0,
ft19-222-14,0,0,0,0,0,0,
ft19-633_rebat2-14,0,0,0,0,0,0,
ft20-241-16,0,0,0,0,0,0,
ft20-242-16,0,0,0,0,0,0,
ft20-243-16,0,0,0,-0.1,0,0,
ft20-244-16,0,0,0,0,0,0,
ft20-245-16,0,0,0,0,0,0,
ft20-S246-16,0,0,0,0,0,0,
ft20-S247-16,0,0,0,0,0,0,
ft20-S248-16,0,0,0,0.04,0,0,
ft20-S249-16,0,0,0,0,0,0,
ft20-S250-16,0,0,0,0,0,0,
ft21-423-16,0,0,0,0.02,0,0,
ft21-675-17,0,0,0,0,0,0,
ft21-683-17,0,0,0,0,0,0,
ft22-686-18,0,0,0,0,0,0,
ft22-873-18,0,0,0,-0.01,0,0,
ft22-874-18,0,0,0,0,0,0,
ft22-875-18,0,0,0,0.02,0,0,
ft22-876-18,0,0,0,0,0,0,
ft22-877-18,0,0,0,0,0,0,
ft22-878-18,0,0,0,0,0,0,
ft22-879-18,0,0,0,0,0,0,
ft22-881-18,0,0,0,0,0,0,
ft22-882-18,0,0,0,0,0,0,
ft23-C899-18,0,0,0,0.05,0,0,
ft23-C900-18,0,0,0,0,1,0,
ft23-C901-18,0,0,0,0.05,0,0,
ft23-C902-18,0,0,0,0,0,0,
ft23-C903-18,0,0,0,0,0,0,
ft23-F676-18,0,0,0,0.02,0,0,
ft23-F781-18,0,0,0,0,0,0,
ft23-F905-18,0,0,0,0,0,0,
ft24-917-18,0,0,0,0.01,0,0,
ft24-918-18,0,0,0,0,0,0,
ft24-919-18,0,0,0,-0.01,0,0,
ft24-920-18,0,0,0,0.02,0,0,
ft24-921-18,0,0,0,0,0,0,
ft25-246BAT-14,0,0,0,0,0,0,
ft25-248BAT-14,0,0,0,0,0,0,
ft25-912-18,0,0,0,0,0,0,
ft25-914-18,0,0,0,0,0,0,
ft26-941BAT2-13,0,0,0,0,0,0,
hd2bb-9340-04,0,0,0,0,0,0,
hd2f-9257-04,0,0,0,0,0,0,
hd2f-9316-04,0,0,0,0,0,0,
hd2f-9337-04,0,0,0,0,0,0,
hd2f-9350-04,0,0,0,0,0,0,
hd2f-9364-04,0,0,0,0,0,0,
hd2g-9409-04,0,0,0,0,0,0,
hd2g-9411-04,0,0,0,0,0,0,
hd2g-9412-04,0,0,0,0,0,0,
hd2g-9419-04,0,0,0,0,0,0,
hd2g-9421-04,0,0,0,0,0,0,
hd2g-9426-04,0,0,0,0,0,0,
hd3-76-08,0,0,0,0,0,0,
hd3-77-08,0,0,0,0,0,0,
hd3-78-08,0,0,0,0,0,0,
hd3-79-08,0,0,0,0,0,0,
hd3-80-08,0,0,0,0,0,0,
hd3-81-08,0,0,0,0,0,0,
hd3-82-08,0,0,0,0,0,0,
hd3-CTD453-08,0,0,0,0,0,0,
hd5bb-9304-05,0,0,0,0,0,0,
hd5bb-9311-05,0,0,0,0,0,0,
hd5bb-9318-05,0,0,0,0,0,0,
hd5bb-9329-05,0,0,0,0,0,0,
hd6-D-07,0,0,0,0,0,0,
hd6-E-07,0,0,0,0,0,0,
hd6-F-07,0,0,0,0,0,0,
hg19-199-08,0,0,0,0,0,0,
hg19-210-11,0,0,0,0,0,0,
hg19-231-11,0,0,0,0,0,0,
hg19-374-08,0,0,0,0,0,0,
hg37-604-12,0,0,0,0,0,0,
hg37-605-12,0,0,0,0,0,0,
hg37-606-12,0,0,0,0,0,0,
hg37-607-12,0,0,0,0,0,0,
hg37g-660-12,0,0,0,0,0,0,
hg4-9305-04,0,0,0,0,0,0,
hg4-9347-04,0,0,0,0,0,0,
hg4-9356-04,0,0,0,0,0,0,
hg4-9357-04,0,0,0,0,0,0,
hg4-9359-04,0,0,0,0,0,0,
hg4-9360-04,0,0,0,0,0,0,
hg4-9362-04,0,0,0,0,0,0,
hg4-9368-04,0,0,0,0,0,0,
hg4-9369-04,0,0,0,0,0,0,
hg4-9370-04,0,0,0,0,0,0,
hg4-9373-04,0,0,0,0,0,0,
hg4-9374-04,0,0,0,0,0,0,
hg4-9375-04,0,0,0,0,0,0,
hg4-9376-04,0,0,0,0,0,0,
hg4-9377-04,0,0,0,0,0,0,
hg4-9381-04,0,0,0,0,0,0,
hg4-9383-04,0,0,0,0,0,0,
hg4-9384-04,0,0,0,0,0,0,
hg4-9385-04,0,0,0,0,0,0,
hg4-9386-04,0,0,0,0,0,0,
hg4-9387-04,0,0,0,0,0,0,
hg4-9388-04,0,0,0,0,0,0,
hg4-9389-04,0,0,0,0,0,0,
hg4-9393-04,0,0,0,0,0,0,
hg4-9394-04,0,0,0,0,0,0,
hg4-9395-04,0,0,0,0,0,0,
hg4-9396-04,0,0,0,0,0,0,
hg4-9401-04,0,0,0,0,0,0,
hg4-9403-04,0,0,0,0,0,0,
hg4-9404-04,0,0,0,0,0,0,
hg4-9405-04,0,0,0,0,0,0,
hg4-9406-04,0,0,0,0,0,0,
hg4-9407-04,0,0,0,0,0,0,
hg4-9408-04,0,0,0,0,0,0,
hg4-9414-04,0,0,0,0,0,0,
hg4-9415-04,0,0,0,0,0,0,
hg4-9416-04,0,0,0,0,0,0,
hg4-9417-04,0,0,0,0,0,0,
hg4-9418-04,0,0,0,0,0,0,
hg4-9423-04,0,0,0,0,0,0,
hg4-9705-04,0,0,0,0,0,0,
hg4-9706-04,0,0,0,0,0,0,
hg4-9707-04,0,0,0,0,0,0,
hg4-9708-04,0,0,0,0,0,0,
hg4-9710-04,0,0,0,0,0,0,
hg42-P13-14,0,0,0,0,0,0,
hg47-C1-15,0,0,0,0,0,1,
hg47-C2-15,0,0,0,0,0,1,
hg47-D2-15,0,0,0,0,0,1,
hg9-10080-07,0,0,0,0,0,0,
hg9-10134-07,0,0,0,0,0,0,
hg9-10135-07,0,0,0,0,0,0,
hp2-9303-04,0,0,0,0,0,0,
hp2-9306-04,0,0,0,0,0,0,
hp2-9310-04,0,0,0,0,0,0,
hp2-9312-04,0,0,0,0,0,0,
hp2-9319-04,0,0,0,0,0,0,
hp2-9320-04,0,0,0,0,0,0,
hp2-9321-04,0,0,0,0,0,0,
hp2-9325-04,0,0,0,0,0,0,
hp2-9326-04,0,0,0,0,0,0,
hp2-9327-04,0,0,0,0,0,0,
hp2-9328-04,0,0,0,0,0,0,
hp2-9330-04,0,0,0,0,0,0,
hp2-9331-04,0,0,0,0,0,0,
hp2-9332-04,0,0,0,0,0,0,
hp2-9333-04,0,0,0,0,0,0,
hp2-9334-04,0,0,0,0,0,0,
hp2-9348-04,0,0,0,0,0,0,
hp2-9349-04,0,0,0,0,0,0,
hp2-9361-04,0,0,0,0,0,0,
kp01-278-14,0,0,0,0,0,0,
kp01-298-14,0,0,0,0,0,0,
rs11-482-12,0,0,0,0,0,0,
rs11-483-12,0,0,0,0,0,0,
rs11-484-12,0,0,0,0,0,0,
rs11-485-12,0,0,0,0,0,0,
rs11-486-12,0,0,0,0,0,0,
rs11-487-12,0,0,0,0,0,0,
rs11-488-12,0,0,0,0,0,0,
rs11-489-12,0,0,0,0,0,0,
rs11-490-12,0,0,0,0,0,0,
rs11-491-12,0,0,0,0,0,0,
rs11-492-12,0,0,0,0,0,0,
rs11-493-12,0,0,0,0,0,0,
rs11-494-12,0,0,0,0,0,0,
rs11-495-12,0,0,0,0,0,0,
rs11-496-12,0,0,0,0,0,0,
rs14-527-12,0,0,0,0,0,0,
rs14-528-12,0,0,0,0,0,0,
rs15-I5-12,0,0,0,0,0,0,
rs15-S6-12,0,0,0,0,0,0,
rs17-I6-12,0,0,0,0,0,0,
rs17-I9-13,0,0,0,0,0,0,
rs17-S10-13,0,0,0,0,0,0,
rs17-S7-13,0,0,0,0,0,0,
rs17-S8-13,0,0,0,0,0,0,
rs18-833-11,0,0,0,0,0,0,
rs18-836-11,0,0,0,0,0,0,
rs18-839-11,0,0,0,0,0,0,
rs18-840-11,0,0,0,0,0,0,
rs18-934-13,0,0,0,0,0,0,
rs19-530-12,0,0,0,0,0,0,
rs22-053-14,0,0,0,0,0,0,
rs22-054-14,0,0,0,0,0,0,
rs23-172-14,0,0,0,0,0,0,
rs23-192-14,0,0,0,0,0,0,
rs23-249-15,0,0,0,0,0,0,
rs27-056-14,0,0,0,0,0,0,
rs27-091-14,0,0,0,0,0,0,
rs27-261-15,0,0,0,0,0,0,
rs27-263-15,0,0,0,0,0,0,
rs28-01-16,0,0,0,0,0,0,
rs28-07-16,0,0,0,0,0,0,
rs29-02-16,0,0,0,0,0,0,
rs29-03-16,0,0,0,0,0,0,
rs29-04-16,0,0,0,0,0,0,
rs31-249BAT-15,0,0,0,0,0,0,
rs31-255-16,0,0,0,0,1,0,
rs31-261-15,0,0,0,0,0,0,
rs31-Ph2_616-17,0,0,0,0,0,0,
rs31-Ph2_617-17,0,0,0,0,0,0,
rs31-Ph2_618-17,0,0,0,0,0,0,
rs32-654-17,0,0,0,0,0,0,
rs32-655-17,0,0,0,0,0,0,
rs32-656-17,0,0,0,0,0,0,
rs32-657-17,0,0,0,0,0,0,
rs32-658-17,0,0,0,0,0,0,
rs32-659-17,0,0,0,0,0,0,
rs34-883-18,0,0,0,0,0,0,
rs34-884-18,0,0,0,0,0,0,
rs34-885-18,0,0,0,0,0,0,
rs34-888-18,0,0,0,0,0,0,
rs6-01-10,0,0,0,0,0,0,
rs6-02-10,0,0,0,0,0,0,
rs6-03-10,0,0,0,0,0,0,
rs6-04-10,0,0,0,0,0,0,
rs6-05-10,0,0,0,0,0,0,
rs6-06-10,0,0,0,0,0,0,
rs6-07-10,0,0,0,0,0,0,
rs6-08-10,0,0,0,0,0,0,
rs6-09-10,0,0,0,0,0,0,
rs6-10-10,0,0,0,0,0,0,
rs6-11-10,0,0,0,0,0,0,
rs6-12-10,0,0,0,0,0,0,
rs6-13-10,0,0,0,0,0,0,
rs6-14-10,0,0,0,0,0,0,
rs6-15-10,0,0,0,0,0,0,
rs6-16-10,0,0,0,0,0,0,
rs6-17-10,0,0,0,0,0,0,
rs6-18-10,0,0,0,0,0,0,
rs9-373-11,0,0,0,0,0,0,
rs9-384-11,0,0,0,0,0,0,
rs9-385-11,0,0,0,0,0,0,
rs9-386-11,0,0,0,0,0,0,
rs9-387-11,0,0,0,0,0,0,
rs9-388-11,0,0,0,0,0,0,
rs9-389-11,0,0,0,0,0,0,
rs9-827-11,0,0,0,0,0,0,
rs9-828-11,0,0,0,0,0,0,
rs9-829-11,0,0,0,0,0,0,
rs9-830-11,0,0,0,0,0,0,
rs9-832-11,0,0,0,0,0,0,
rs9-834-11,0,0,0,0,0,0,
rs9-837-11,0,0,0,0,0,0,
rs9-838-11,0,0,0,0,0,0,
wd04-836-11,0,0.01,0,0,0,0,
wd04-838-11,0,-0.07,0,0,0,0,
wd04-839-11,0,0,0,0,0,0,
wd04-880-11,0,0.26,0,0,0,0,
wd04-881-11,0,0.26,0,0,0,0,
wd04-882-11,0,1.78,0,0,1,0,
wd04-883-11,0,-0.08,0,0,0,0,
wd04-884-11,0,0.15,0,0,0,0,
wd04-896-11,0,0.02,0,0,0,0,
wd04-897-11,0,0.03,0,0,0,0,
wd04-898-11,0,0.06,0,0,0,0,
wd04-899-11,0,0.06,0,0,0,0,
wd04-900-11,0,-0.6,0,0,0,0,
wd04-906-11,0,0.4,0,0,0,0,
wd04-907-11,0,0.4,0,0,0,0,
wd04-908-11,0,0,0,0,0,0,
wd04-909-11,0,0.1,0,0,0,0,
wd04-910-11,0,0.06,0,0,0,0,
wd04-911-11,0,0.8,0,0,0,0,
wd06-01-13,0,-0.05,0,0,0,0,
wd06-03-13,0,0,0,0.1,0,0,
wd06-04-13,0,0,0,0.15,0,0,
wd06-05-13,0,0,0,0,0,0,
wd06-07-13,0,0,0,0,0,0,
wd06-08-13,0,0,0,0,0,0,
wd06-09-13,0,0,0,0.1,0,0,
wd06-10-13,0,0,0,0.05,0,0,
wd07-01-15,0,0,0,0,0,0,
wd09-408-16,0.05,0.01,0,-0.1,0,0,
wd09-412-16,0,0,0,-0.1,0,0,
wd09-414-16,0,0,0.02,-0.06,0,0,
wd1-10165-06,0,0.6,0,0,0,0,
wd1-10183-06,0,0.09,0,0,0,0,
wd1-10213-06,0,-0.06,0,0,0,0,
wd1-10216-06,0,0.05,0,0,0,0,
wd1-10217-06,0,-0.05,0,0,0,0,
wd1-9497-06,0,0.27,0,0,0,0,
wd10-677-17,0,0,0,0,1,0,
wd10-678-17,0,0,0,0,0,0,
wd10-679-17,0,0,0,0.01,0,0,
wd10-680-17,0,0,0,0,0,0,
wd10-681-17,0,0,0,-0.02,0,0,
wd11-368BAT-16,0,0,0,0,0,0,
wd11-418BAT-16,0,0,0,0,0,0,
wd11-421BAT-16,0,0,0,0,0,0,
wd11-682-17,0,0,0,0,0,0,
wd11-687-18,0,0,0,0,0,0,
wd11-768-18,0,0,0,0,0,0,
wd11-909-18,0,0,0,0,0,0,
wd11-913-18,0,0,0,0,0,0,
wd3-CTD1-07,0,0,0,0,0,0,
wd3-CTD2-07,0,0,0,0,0,0,
wd3-CTD3-07,0,0,0,0,0,0,
